,Market ID,Market Name,Contract ID,Contract Name,Date (ET),Open Share Price,Close Share Price,Low Share Price,High Share Price,Average Trade Price,Trade Volume
3161,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-11-26,0.37,0.37,0.37,0.37,0.37,1193
3162,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-11-27,0.37,0.36,0.36,0.38,0.3704,498
3163,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-11-28,0.36,0.38,0.36,0.38,0.378,465
3164,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-11-29,0.38,0.37,0.37,0.38,0.3754,549
3165,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-11-30,0.37,0.37,0.36,0.38,0.3732,673
3166,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-01,0.37,0.37,0.36,0.37,0.365,2340
3167,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-02,0.37,0.37,0.35,0.38,0.3612,2585
3168,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-03,0.37,0.37,0.36,0.37,0.3649,573
3169,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-04,0.37,0.36,0.36,0.37,0.3602,2079
3170,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-05,0.36,0.35,0.35,0.36,0.3524,2035
3171,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-06,0.35,0.37,0.35,0.38,0.3655,2911
3172,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-07,0.37,0.35,0.35,0.37,0.353,1871
3173,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-08,0.35,0.36,0.35,0.36,0.3536,1253
3174,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-09,0.36,0.35,0.35,0.36,0.3556,898
3175,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-10,0.35,0.36,0.35,0.36,0.3587,1360
3176,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-11,0.36,0.37,0.35,0.38,0.3657,1945
3177,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-12,0.37,0.34,0.34,0.38,0.3531,7108
3178,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-13,0.34,0.32,0.3,0.35,0.3219,5017
3179,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-14,0.32,0.31,0.31,0.32,0.3111,1497
3180,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-15,0.31,0.31,0.3,0.32,0.3146,3692
3181,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-16,0.31,0.32,0.31,0.33,0.3156,433
3182,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-17,0.32,0.33,0.31,0.33,0.3233,1740
3183,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-18,0.33,0.32,0.3,0.34,0.3277,3461
3184,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-19,0.32,0.33,0.31,0.34,0.3217,1676
3185,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-20,0.33,0.32,0.31,0.34,0.3285,1813
3186,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-21,0.32,0.33,0.32,0.34,0.3265,868
3187,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-22,0.33,0.33,0.32,0.34,0.3295,1900
3188,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-23,0.33,0.32,0.32,0.35,0.3366,1852
3189,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-24,0.32,0.34,0.32,0.36,0.3501,2655
3190,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-25,0.34,0.33,0.33,0.34,0.3314,227
3191,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-26,0.33,0.34,0.33,0.36,0.3433,809
3192,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-27,0.34,0.33,0.33,0.35,0.3366,970
3193,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-28,0.33,0.33,0.33,0.35,0.3352,2180
3194,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-29,0.33,0.35,0.33,0.35,0.3437,1577
3195,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-30,0.35,0.33,0.33,0.35,0.3442,1612
3196,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2017-12-31,0.33,0.33,0.33,0.35,0.3398,277
3197,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-01,0.33,0.35,0.33,0.36,0.3524,6317
3198,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-02,0.35,0.34,0.34,0.35,0.3446,3069
3199,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-03,0.34,0.34,0.33,0.35,0.3404,7715
3200,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-04,0.34,0.33,0.32,0.34,0.3257,8311
3201,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-05,0.33,0.32,0.31,0.34,0.3187,8024
3202,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-06,0.32,0.32,0.31,0.33,0.3181,7519
3203,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-07,0.32,0.31,0.31,0.32,0.3111,2638
3204,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-08,0.31,0.31,0.3,0.32,0.3152,4178
3205,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-09,0.31,0.32,0.31,0.33,0.3167,4163
3206,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-10,0.32,0.33,0.31,0.33,0.3225,2033
3207,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-11,0.33,0.33,0.32,0.33,0.3256,4003
3208,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-12,0.33,0.32,0.32,0.33,0.3251,1027
3209,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-13,0.32,0.31,0.31,0.33,0.3176,2932
3210,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-14,0.31,0.31,0.3,0.32,0.3096,2319
3211,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-15,0.31,0.32,0.3,0.32,0.3097,679
3212,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-16,0.32,0.32,0.31,0.32,0.315,1029
3213,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-17,0.32,0.31,0.3,0.32,0.3191,3324
3214,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-18,0.31,0.32,0.31,0.32,0.3116,795
3215,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-19,0.32,0.32,0.31,0.32,0.3124,4033
3216,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-20,0.32,0.32,0.3,0.32,0.3177,2493
3217,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-21,0.32,0.31,0.31,0.32,0.3125,423
3218,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-22,0.31,0.32,0.31,0.32,0.3146,2053
3219,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-23,0.32,0.32,0.31,0.32,0.3182,965
3220,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-24,0.32,0.31,0.31,0.33,0.3186,5572
3221,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-25,0.31,0.31,0.31,0.32,0.3109,838
3222,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-26,0.31,0.32,0.31,0.32,0.3178,2161
3223,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-27,0.32,0.32,0.31,0.32,0.3194,362
3224,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-28,0.32,0.32,0.31,0.32,0.3185,706
3225,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-29,0.32,0.32,0.31,0.32,0.3104,1055
3226,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-30,0.32,0.31,0.31,0.32,0.3152,3974
3227,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-01-31,0.31,0.32,0.31,0.33,0.3236,1256
3228,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-01,0.32,0.31,0.31,0.33,0.3135,2903
3229,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-02,0.31,0.32,0.31,0.32,0.3199,1078
3230,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-03,0.32,0.32,0.31,0.32,0.3188,373
3231,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-04,0.32,0.32,0.31,0.32,0.3173,130
3232,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-05,0.32,0.31,0.31,0.32,0.3168,684
3233,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-06,0.31,0.32,0.31,0.32,0.3152,1263
3234,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-07,0.32,0.31,0.31,0.32,0.3124,277
3235,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-08,0.31,0.32,0.31,0.32,0.3193,1487
3236,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-09,0.32,0.31,0.31,0.33,0.3217,1975
3237,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-10,0.31,0.31,0.31,0.32,0.3158,1269
3238,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-11,0.31,0.32,0.31,0.33,0.3232,743
3239,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-12,0.32,0.32,0.32,0.33,0.3275,20
3240,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-13,0.32,0.32,0.32,0.33,0.3243,825
3241,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-14,0.32,0.32,0.32,0.33,0.3207,14
3242,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-15,0.32,0.32,0.32,0.33,0.3234,414
3243,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-16,0.32,0.33,0.32,0.33,0.3213,1517
3244,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-17,0.33,0.33,0.32,0.33,0.32,778
3245,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-18,0.33,0.33,0.33,0.33,0.33,38
3246,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-19,0.33,0.33,0.32,0.33,0.3296,988
3247,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-20,0.33,0.33,0.32,0.33,0.3296,1097
3248,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-21,0.33,0.33,0.32,0.33,0.3284,313
3249,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-22,0.33,0.33,0.32,0.33,0.3237,199
3250,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-23,0.33,0.32,0.32,0.33,0.326,1726
3251,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-24,0.32,0.33,0.32,0.33,0.33,117
3253,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-26,0.33,0.33,0.32,0.33,0.3255,1302
3254,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-27,0.33,0.34,0.32,0.34,0.3374,2618
3255,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-02-28,0.34,0.32,0.32,0.34,0.3251,1000
3256,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-01,0.32,0.33,0.32,0.33,0.3208,357
3257,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-02,0.33,0.32,0.32,0.33,0.3212,215
3258,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-03,0.32,0.32,0.32,0.32,0.32,1267
3259,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-04,0.32,0.32,0.32,0.33,0.3258,185
3260,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-05,0.32,0.31,0.31,0.33,0.32,2556
3261,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-06,0.31,0.32,0.31,0.33,0.3223,661
3262,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-07,0.32,0.32,0.31,0.32,0.3122,533
3263,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-08,0.32,0.33,0.31,0.33,0.3221,1257
3264,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-09,0.33,0.33,0.32,0.33,0.3298,1708
3265,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-10,0.33,0.33,0.32,0.33,0.3232,630
3266,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-11,0.33,0.34,0.32,0.34,0.3293,3033
3267,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-12,0.34,0.32,0.31,0.34,0.32,3492
3268,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-13,0.32,0.32,0.32,0.33,0.3212,118
3269,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-14,0.32,0.31,0.31,0.33,0.3174,846
3270,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-15,0.31,0.32,0.31,0.32,0.3127,241
3271,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-16,0.32,0.31,0.31,0.33,0.3191,1409
3272,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-17,0.31,0.31,0.31,0.32,0.318,76
3273,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-18,0.31,0.32,0.31,0.32,0.32,56
3274,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-19,0.32,0.31,0.31,0.32,0.3109,179
3275,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-20,0.31,0.31,0.31,0.31,0.31,1404
3276,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-21,0.31,0.31,0.31,0.32,0.3136,865
3277,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-22,0.31,0.31,0.31,0.32,0.314,623
3278,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-23,0.31,0.31,0.31,0.32,0.3172,1050
3279,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-24,0.31,0.31,0.31,0.32,0.3117,431
3280,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-25,0.31,0.31,0.31,0.32,0.3151,1771
3281,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-26,0.31,0.32,0.31,0.32,0.3105,985
3282,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-27,0.32,0.3,0.3,0.32,0.3107,2393
3283,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-28,0.3,0.31,0.3,0.32,0.3118,34
3284,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-29,0.31,0.32,0.31,0.32,0.3188,42
3285,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-30,0.32,0.31,0.31,0.32,0.3172,418
3286,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-03-31,0.31,0.3,0.3,0.31,0.3073,823
3287,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-01,0.3,0.31,0.3,0.31,0.3016,3786
3288,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-02,0.31,0.3,0.3,0.31,0.3063,1089
3289,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-03,0.3,0.31,0.3,0.31,0.3061,1782
3290,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-04,0.31,0.3,0.3,0.31,0.3099,208
3291,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-05,0.3,0.31,0.3,0.31,0.3028,367
3292,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-06,0.31,0.31,0.3,0.31,0.3095,215
3293,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-07,0.31,0.32,0.3,0.32,0.3134,2689
3294,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-08,0.32,0.32,0.32,0.32,0.32,5
3295,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-09,0.32,0.31,0.31,0.32,0.3109,174
3296,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-10,0.31,0.31,0.3,0.31,0.3094,1503
3297,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-11,0.31,0.32,0.3,0.32,0.3095,973
3298,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-12,0.32,0.3,0.3,0.32,0.3095,1282
3299,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-13,0.3,0.31,0.3,0.31,0.3094,195
3300,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-14,0.31,0.31,0.31,0.32,0.3121,615
3301,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-15,0.31,0.32,0.3,0.32,0.3045,1075
3302,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-16,0.32,0.31,0.3,0.32,0.3028,422
3303,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-17,0.31,0.31,0.3,0.31,0.3007,751
3304,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-18,0.31,0.31,0.3,0.31,0.31,511
3305,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-19,0.31,0.31,0.3,0.31,0.3064,1495
3306,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-20,0.31,0.31,0.3,0.31,0.3097,793
3307,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-21,0.31,0.32,0.3,0.32,0.3193,2809
3308,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-22,0.32,0.31,0.31,0.32,0.31,200
3309,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-23,0.31,0.31,0.31,0.32,0.3184,250
3310,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-24,0.31,0.33,0.31,0.33,0.3286,1346
3311,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-25,0.33,0.31,0.31,0.33,0.3112,121
