,Market ID,Market Name,Contract ID,Contract Name,Date (ET),Open Share Price,Close Share Price,Low Share Price,High Share Price,Average Trade Price,Trade Volume
3312,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-26,0.31,0.32,0.31,0.33,0.3166,564
3313,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-27,0.32,0.33,0.32,0.33,0.3266,391
3314,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-28,0.33,0.32,0.32,0.33,0.3221,237
3315,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-29,0.32,0.32,0.32,0.33,0.322,127
3316,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-04-30,0.32,0.33,0.32,0.34,0.33,1633
3317,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-01,0.33,0.33,0.32,0.34,0.3255,3123
3318,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-02,0.33,0.33,0.32,0.34,0.3231,361
3319,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-03,0.33,0.32,0.32,0.33,0.3223,1222
3320,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-04,0.32,0.33,0.32,0.33,0.3212,285
3321,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-05,0.33,0.32,0.32,0.33,0.3241,847
3322,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-06,0.32,0.33,0.32,0.33,0.3299,82
3323,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-07,0.33,0.33,0.32,0.33,0.3274,3125
3324,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-08,0.33,0.32,0.32,0.34,0.3341,747
3325,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-09,0.32,0.33,0.32,0.34,0.3309,64
3326,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-10,0.33,0.34,0.33,0.34,0.3318,507
3327,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-11,0.34,0.33,0.33,0.34,0.3393,328
3328,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-12,0.33,0.32,0.32,0.34,0.3359,49
3329,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-13,0.32,0.34,0.32,0.34,0.34,2
3330,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-14,0.34,0.34,0.32,0.34,0.3388,2231
3331,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-15,0.34,0.34,0.33,0.34,0.34,2233
3332,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-16,0.34,0.35,0.34,0.35,0.3467,1528
3333,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-17,0.35,0.35,0.33,0.35,0.3481,234
3334,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-18,0.35,0.35,0.34,0.35,0.3492,2184
3335,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-19,0.35,0.35,0.33,0.35,0.3453,1056
3336,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-20,0.35,0.35,0.33,0.35,0.3376,217
3337,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-21,0.35,0.35,0.33,0.36,0.3514,1296
3338,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-22,0.35,0.35,0.35,0.36,0.3541,238
3339,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-23,0.35,0.37,0.35,0.37,0.356,3426
3340,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-24,0.37,0.36,0.35,0.39,0.3695,3356
3341,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-25,0.36,0.36,0.35,0.36,0.3567,1340
3342,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-26,0.36,0.35,0.35,0.37,0.3549,980
3343,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-27,0.35,0.35,0.34,0.37,0.345,2064
3344,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-28,0.35,0.34,0.34,0.35,0.3412,551
3345,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-29,0.34,0.36,0.34,0.36,0.3506,561
3346,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-30,0.36,0.35,0.34,0.36,0.3538,614
3347,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-05-31,0.35,0.35,0.35,0.36,0.356,441
3348,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-01,0.35,0.36,0.35,0.36,0.3594,321
3349,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-02,0.36,0.36,0.35,0.36,0.354,336
3350,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-03,0.36,0.38,0.35,0.4,0.3755,4944
3351,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-04,0.38,0.36,0.36,0.38,0.3704,1324
3352,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-05,0.36,0.38,0.36,0.4,0.3835,3044
3353,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-06,0.38,0.39,0.37,0.4,0.3864,1447
3354,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-07,0.39,0.38,0.38,0.4,0.3923,352
3355,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-08,0.38,0.39,0.38,0.41,0.3984,2607
3356,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-09,0.39,0.39,0.39,0.41,0.3961,2318
3357,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-10,0.39,0.39,0.38,0.41,0.3945,2394
3358,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-11,0.39,0.4,0.38,0.42,0.4033,3252
3359,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-12,0.4,0.4,0.39,0.43,0.4157,4822
3360,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-13,0.4,0.39,0.39,0.41,0.4015,1754
3361,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-14,0.39,0.4,0.39,0.43,0.4144,6524
3362,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-15,0.4,0.39,0.39,0.41,0.4018,1123
3363,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-16,0.39,0.41,0.39,0.42,0.4111,620
3364,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-17,0.41,0.4,0.4,0.42,0.4063,105
3365,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-18,0.4,0.41,0.4,0.41,0.4021,520
3366,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-19,0.41,0.41,0.4,0.41,0.4062,3654
3367,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-20,0.41,0.41,0.4,0.41,0.408,950
3368,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-21,0.41,0.41,0.4,0.41,0.4064,1343
3369,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-22,0.41,0.4,0.4,0.42,0.4108,3079
3370,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-23,0.4,0.4,0.4,0.41,0.4092,160
3371,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-24,0.4,0.4,0.4,0.41,0.4057,1720
3372,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-25,0.4,0.4,0.4,0.41,0.4014,854
3373,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-26,0.4,0.4,0.4,0.41,0.4084,452
3374,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-27,0.4,0.41,0.4,0.41,0.4063,1952
3375,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-28,0.41,0.41,0.4,0.41,0.4053,763
3376,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-29,0.41,0.41,0.4,0.41,0.4024,1971
3377,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-06-30,0.41,0.4,0.4,0.41,0.4007,721
3378,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-01,0.4,0.4,0.4,0.41,0.41,1633
3379,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-02,0.4,0.41,0.4,0.42,0.4072,2820
3380,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-03,0.41,0.41,0.4,0.41,0.4002,834
3381,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-04,0.41,0.41,0.4,0.41,0.4096,1490
3382,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-05,0.41,0.41,0.4,0.41,0.4012,1062
3383,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-06,0.41,0.4,0.4,0.41,0.4023,2481
3384,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-07,0.4,0.4,0.39,0.4,0.3994,646
3385,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-08,0.4,0.4,0.39,0.41,0.406,1859
3386,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-09,0.4,0.41,0.39,0.41,0.4058,881
3387,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-10,0.41,0.41,0.39,0.41,0.3951,439
3388,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-11,0.41,0.4,0.39,0.41,0.4062,1056
3389,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-12,0.4,0.41,0.4,0.41,0.4056,1091
3390,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-13,0.41,0.41,0.4,0.41,0.4084,1247
3391,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-14,0.41,0.4,0.4,0.42,0.4074,235
3392,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-15,0.4,0.41,0.4,0.42,0.4147,3030
3393,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-16,0.41,0.41,0.41,0.42,0.4125,1204
3394,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-17,0.41,0.39,0.38,0.41,0.3954,9560
3395,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-18,0.39,0.39,0.38,0.4,0.3843,792
3396,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-19,0.39,0.39,0.38,0.41,0.3918,4203
3397,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-20,0.39,0.39,0.38,0.4,0.3934,718
3398,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-21,0.39,0.39,0.38,0.4,0.3904,563
3399,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-22,0.39,0.39,0.38,0.39,0.3877,651
3400,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-23,0.39,0.39,0.38,0.41,0.3925,2075
3401,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-24,0.39,0.38,0.38,0.4,0.394,2055
3402,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-25,0.38,0.39,0.38,0.4,0.3983,1255
3403,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-26,0.39,0.41,0.39,0.41,0.3987,1099
3404,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-27,0.41,0.4,0.39,0.41,0.3915,1960
3405,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-28,0.4,0.39,0.39,0.4,0.3975,712
3406,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-29,0.39,0.39,0.39,0.4,0.3924,206
3407,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-30,0.39,0.39,0.38,0.39,0.3887,1295
3408,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-07-31,0.39,0.38,0.38,0.4,0.3855,1562
3409,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-01,0.38,0.39,0.38,0.4,0.397,733
3410,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-02,0.39,0.39,0.38,0.4,0.3821,1749
3411,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-03,0.39,0.38,0.38,0.4,0.3889,457
3412,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-04,0.38,0.39,0.38,0.4,0.3866,561
3413,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-05,0.39,0.4,0.38,0.4,0.3911,171
3414,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-06,0.4,0.39,0.39,0.4,0.3982,1633
3415,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-07,0.39,0.38,0.38,0.4,0.3841,2388
3416,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-08,0.38,0.38,0.36,0.39,0.3752,3900
3417,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-09,0.38,0.38,0.38,0.39,0.3866,2765
3418,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-10,0.38,0.37,0.37,0.39,0.3814,618
3419,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-11,0.37,0.39,0.37,0.39,0.3869,410
3420,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-12,0.39,0.38,0.38,0.39,0.38,19
3421,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-13,0.38,0.37,0.37,0.39,0.3806,956
3422,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-14,0.37,0.38,0.37,0.38,0.38,259
3423,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-15,0.38,0.38,0.37,0.38,0.3732,151
3424,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-16,0.38,0.38,0.37,0.38,0.3797,64
3425,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-17,0.38,0.38,0.37,0.38,0.3745,261
3426,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-18,0.38,0.37,0.37,0.38,0.3743,262
3427,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-19,0.37,0.38,0.37,0.38,0.3728,36
3428,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-20,0.38,0.37,0.37,0.39,0.38,1221
3429,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-21,0.37,0.37,0.36,0.38,0.3687,10790
3430,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-22,0.37,0.37,0.36,0.38,0.3717,1735
3431,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-23,0.37,0.37,0.36,0.38,0.3758,2188
3432,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-24,0.37,0.37,0.36,0.38,0.3724,3737
3433,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-25,0.37,0.36,0.36,0.37,0.3623,3399
3434,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-26,0.36,0.36,0.35,0.36,0.3508,1110
3435,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-27,0.36,0.35,0.35,0.36,0.3528,545
3436,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-28,0.35,0.36,0.35,0.37,0.3625,2379
3437,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-29,0.36,0.36,0.36,0.37,0.3624,2762
3438,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-30,0.36,0.36,0.36,0.38,0.3658,2877
3439,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-08-31,0.36,0.37,0.35,0.37,0.3609,901
3440,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-01,0.37,0.35,0.35,0.37,0.3508,3971
3441,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-02,0.35,0.35,0.35,0.36,0.3534,528
3442,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-03,0.35,0.36,0.35,0.36,0.3597,149
3443,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-04,0.36,0.36,0.36,0.37,0.3614,1157
3444,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-05,0.36,0.35,0.35,0.37,0.3532,1399
3445,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-06,0.35,0.36,0.34,0.36,0.3553,2080
3446,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-07,0.36,0.36,0.34,0.36,0.3565,597
3447,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-08,0.36,0.37,0.35,0.37,0.358,753
3448,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-09,0.37,0.35,0.35,0.37,0.3542,57
3449,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-10,0.35,0.35,0.35,0.37,0.3596,1587
3450,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-11,0.35,0.38,0.35,0.38,0.37,4085
3451,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-12,0.38,0.36,0.35,0.38,0.3591,3002
3452,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-13,0.36,0.36,0.35,0.37,0.3663,3660
3453,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-14,0.36,0.35,0.35,0.36,0.3514,2007
3454,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-15,0.35,0.35,0.35,0.36,0.3509,690
3455,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-16,0.35,0.35,0.35,0.37,0.3561,2474
3456,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-17,0.35,0.35,0.35,0.37,0.3572,2844
3457,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-18,0.35,0.36,0.35,0.37,0.3676,2222
3458,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-19,0.36,0.37,0.36,0.38,0.3683,3963
3459,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-20,0.37,0.36,0.36,0.37,0.3664,3909
3460,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-21,0.36,0.36,0.35,0.37,0.3586,4914
3461,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-22,0.36,0.35,0.35,0.36,0.3544,310
3462,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-23,0.35,0.36,0.35,0.37,0.3592,1687
3463,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-24,0.36,0.37,0.35,0.37,0.3638,1049
3464,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-25,0.37,0.36,0.36,0.37,0.3614,860
3465,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-26,0.36,0.36,0.35,0.37,0.3639,2863
3466,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-27,0.36,0.36,0.35,0.37,0.3541,3916
3467,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-28,0.36,0.37,0.35,0.38,0.3652,3374
3468,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-29,0.37,0.37,0.35,0.37,0.3586,1610
3469,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-09-30,0.37,0.36,0.35,0.37,0.3585,992
3470,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-01,0.36,0.37,0.36,0.38,0.3705,5710
3471,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-02,0.37,0.37,0.36,0.38,0.3653,5326
3472,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-03,0.37,0.37,0.36,0.38,0.3664,2854
3473,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-04,0.37,0.39,0.36,0.39,0.3801,3186
3474,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-05,0.39,0.4,0.37,0.4,0.3887,7333
3475,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-06,0.4,0.39,0.38,0.41,0.3956,7720
3476,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-07,0.39,0.39,0.39,0.42,0.401,5963
3477,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-08,0.39,0.41,0.39,0.42,0.4038,6303
3478,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-09,0.41,0.4,0.38,0.41,0.3948,7284
3479,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-10,0.4,0.39,0.38,0.4,0.3869,5088
3480,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-11,0.39,0.39,0.38,0.4,0.3884,2262
3481,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-12,0.39,0.4,0.38,0.4,0.3885,739
3482,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-13,0.4,0.39,0.38,0.4,0.3984,1824
3483,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-14,0.39,0.4,0.39,0.4,0.3941,1227
3484,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-15,0.4,0.4,0.38,0.41,0.3968,4958
3485,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-16,0.4,0.39,0.38,0.4,0.3942,3010
3486,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-17,0.39,0.4,0.39,0.41,0.4037,4408
3487,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-18,0.4,0.41,0.4,0.41,0.4052,1787
3488,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-19,0.41,0.4,0.4,0.41,0.402,1001
3489,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-20,0.4,0.41,0.4,0.42,0.4132,4035
3490,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-21,0.41,0.42,0.41,0.43,0.4158,3175
3491,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-22,0.42,0.42,0.4,0.42,0.4059,1405
3492,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-23,0.42,0.42,0.4,0.43,0.4211,2615
3493,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-24,0.42,0.43,0.41,0.43,0.4195,1999
3494,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-25,0.43,0.42,0.41,0.43,0.4166,409
3495,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-26,0.42,0.44,0.41,0.44,0.4277,1242
3496,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-27,0.44,0.42,0.42,0.44,0.4214,80
3497,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-28,0.42,0.42,0.42,0.43,0.4261,301
3498,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-29,0.42,0.44,0.42,0.44,0.433,2338
3499,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-30,0.44,0.43,0.42,0.44,0.4282,528
3500,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-10-31,0.43,0.43,0.42,0.44,0.4271,1182
3501,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-01,0.43,0.42,0.42,0.44,0.433,2022
3502,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-02,0.42,0.42,0.42,0.45,0.4301,4568
3503,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-03,0.42,0.42,0.41,0.42,0.4154,1155
3504,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-04,0.42,0.42,0.41,0.42,0.4156,1336
3505,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-05,0.42,0.41,0.4,0.42,0.4072,6588
3506,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-06,0.41,0.41,0.38,0.42,0.404,10185
3507,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-07,0.41,0.41,0.39,0.44,0.4225,10709
3508,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-08,0.41,0.41,0.4,0.43,0.4149,6141
3509,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-09,0.41,0.42,0.41,0.43,0.4193,5441
3510,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-10,0.42,0.41,0.41,0.42,0.4138,3879
3511,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-11,0.41,0.4,0.39,0.42,0.4018,4546
3512,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-12,0.4,0.39,0.39,0.41,0.4035,3343
3513,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-13,0.39,0.41,0.39,0.41,0.404,7094
3514,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-14,0.41,0.39,0.39,0.41,0.3968,3907
3515,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-15,0.39,0.39,0.39,0.41,0.3946,6661
3516,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-16,0.39,0.4,0.39,0.41,0.4055,1936
3517,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-17,0.4,0.39,0.38,0.41,0.3908,2488
3518,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-18,0.39,0.38,0.38,0.39,0.381,1581
3519,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-19,0.38,0.38,0.38,0.39,0.3809,4939
3520,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-20,0.38,0.39,0.38,0.39,0.3882,4900
3521,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-21,0.39,0.39,0.38,0.4,0.3895,439
3522,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-22,0.39,0.4,0.38,0.4,0.3936,1612
3523,3698,Who will win the 2020 U.S. presidential election?,7943,Donald Trump,2018-11-23,0.4,0.39,0.38,0.4,0.383,1277
